clip_id,syllable,filename,freq_rank,heard,status
v01595,gỉ,v01595.mp3,3377,chỉ,mismatch
v01596,gỉa,v01596.mp3,6650,gìớ,mismatch
v01597,gịn,v01597.mp3,5955,chín,mismatch
v01598,gọ,v01598.mp3,6255,đó,mismatch
v01599,gọi,v01599.mp3,580,gọi,ok
v01600,gọn,v01600.mp3,1629,cận,mismatch
v01601,gọng,v01601.mp3,4627,cổng,mismatch
v01602,gọt,v01602.mp3,2934,gật,mismatch
v01603,gỏi,v01603.mp3,3296,gởi,mismatch
v01604,gỏng,v01604.mp3,4973,gống,mismatch
v01605,gốc,v01605.mp3,939,gốc,ok
v01606,gối,v01606.mp3,1896,gối,ok
v01607,gốm,v01607.mp3,2605,từướm,mismatch
v01608,gồ,v01608.mp3,4079,cược,mismatch
v01609,gồm,v01609.mp3,604,côm,mismatch
v01610,gồng,v01610.mp3,3101,từgồng,mismatch
v01611,gổ,v01611.mp3,3852,cố,mismatch
v01612,gỗ,v01612.mp3,1226,ngỗ,mismatch
v01613,gộc,v01613.mp3,4378,cộng,mismatch
v01614,gội,v01614.mp3,2863,gởi,mismatch
v01615,gộp,v01615.mp3,3344,gược,mismatch
v01616,gột,v01616.mp3,4751,gộp,mismatch
v01617,gới,v01617.mp3,6202,gới,ok
v01618,gớm,v01618.mp3,3168,tiềntiệm,mismatch
v01619,gớp,v01619.mp3,6226,khớp,mismatch
v01620,gờ,v01620.mp3,4216,gơ,tone_mismatch
v01621,gờm,v01621.mp3,4369,cầm,mismatch
v01622,gờn,v01622.mp3,6688,gừnggừng,mismatch
v01623,gở,v01623.mp3,5144,cửa,mismatch
v01624,gởi,v01624.mp3,3124,gởi,ok
v01625,gỡ,v01625.mp3,1300,kỡ,mismatch
v01626,gợi,v01626.mp3,1444,từgởi,mismatch
v01627,gợn,v01627.mp3,4495,gần,mismatch
v01628,gụ,v01628.mp3,5006,củ,mismatch
v01629,gục,v01629.mp3,2071,cục,mismatch
v01630,gụi,v01630.mp3,6043,cưỡi,mismatch
v01631,gủi,v01631.mp3,6880,gối,mismatch
v01632,gừ,v01632.mp3,5491,cứ,mismatch
v01633,gừa,v01633.mp3,5267,cử,mismatch
v01634,gừng,v01634.mp3,2498,cương,mismatch
v01635,gửi,v01635.mp3,569,gửi,ok
v01636,gữ,v01636.mp3,7151,nữ,mismatch
v01637,gữa,v01637.mp3,6518,cửa,mismatch
v01638,ha,v01638.mp3,1223,từhát,mismatch
v01639,hai,v01639.mp3,121,hai,ok
v01640,ham,v01640.mp3,1968,ham,ok
v01641,han,v01641.mp3,2409,từkhang,mismatch
v01642,hang,v01642.mp3,1673,hăng,mismatch
v01643,hanh,v01643.mp3,2484,hân,mismatch
v01644,hao,v01644.mp3,2273,hau,mismatch
v01645,hau,v01645.mp3,4146,hau,ok
v01646,hay,v01646.mp3,215,hay,ok
v01647,he,v01647.mp3,3392,khe,mismatch
v01648,hem,v01648.mp3,5093,hèm,tone_mismatch
v01649,hen,v01649.mp3,2647,từhen,mismatch
v01650,heng,v01650.mp3,4996,hèn,mismatch
v01651,heo,v01651.mp3,1511,heo,ok
v01652,hi,v01652.mp3,1683,hí,tone_mismatch
v01653,hia,v01653.mp3,5411,từkia,mismatch
v01654,him,v01654.mp3,3730,khiêm,mismatch
v01655,hin,v01655.mp3,5103,từkhinh,mismatch
v01656,hinh,v01656.mp3,2773,hình,tone_mismatch
v01657,hiu,v01657.mp3,3753,khu,mismatch
v01658,hiêm,v01658.mp3,6929,hiếm,tone_mismatch
v01659,hiên,v01659.mp3,2680,hiêng,mismatch
v01660,hiêng,v01660.mp3,5793,hiền,mismatch
v01661,hiêu,v01661.mp3,5486,hiu,mismatch
v01662,hiếm,v01662.mp3,1290,hiếm,ok
v01663,hiến,v01663.mp3,1207,hiền,tone_mismatch
v01664,hiếp,v01664.mp3,1913,hít,mismatch
v01665,hiết,v01665.mp3,6201,hết,mismatch
v01666,hiếu,v01666.mp3,1142,hiếu,ok
v01667,hiềm,v01667.mp3,4506,hèm,mismatch
v01668,hiền,v01668.mp3,1210,hiền,ok
v01669,hiềng,v01669.mp3,5592,hình,mismatch
v01670,hiều,v01670.mp3,5119,từhiểu,mismatch
v01671,hiểm,v01671.mp3,685,hiếm,tone_mismatch
v01672,hiển,v01672.mp3,1693,hiển,ok
v01673,hiểu,v01673.mp3,545,hiếu,tone_mismatch
v01674,hiệm,v01674.mp3,6028,hiếm,tone_mismatch
v01675,hiện,v01675.mp3,34,hiền,tone_mismatch
v01676,hiệp,v01676.mp3,759,hiệp,ok
v01677,hiệt,v01677.mp3,5997,hiện,mismatch
v01678,hiệu,v01678.mp3,254,hiểu,tone_mismatch
v01679,ho,v01679.mp3,1198,hơ,mismatch
v01680,hoa,v01680.mp3,348,hoa,ok
v01681,hoai,v01681.mp3,3158,hoài,tone_mismatch
v01682,hoan,v01682.mp3,1428,hoàng,mismatch
v01683,hoang,v01683.mp3,1082,hoanh,mismatch
v01684,hoanh,v01684.mp3,5073,từhuân,mismatch
v01685,hoay,v01685.mp3,2880,hoài,mismatch
v01686,hoe,v01686.mp3,3692,từkhoe,mismatch
v01687,hoi,v01687.mp3,2421,hôi,mismatch
v01688,hom,v01688.mp3,4840,từhom,mismatch
v01689,hon,v01689.mp3,3339,hồng,mismatch
v01690,hong,v01690.mp3,1548,không,mismatch
v01691,hoong,v01691.mp3,5972,không,mismatch
v01692,hoà,v01692.mp3,408,hoa,tone_mismatch
v01693,hoài,v01693.mp3,1135,hoài,ok
v01694,hoàn,v01694.mp3,284,hoàng,mismatch
v01695,hoàng,v01695.mp3,407,hoàng,ok
v01696,hoành,v01696.mp3,1978,hành,mismatch
v01697,hoá,v01697.mp3,208,hoa,tone_mismatch
v01698,hoác,v01698.mp3,4848,hoắc,mismatch
v01699,hoán,v01699.mp3,2363,hánh,mismatch
v01700,hoát,v01700.mp3,6200,hoạt,tone_mismatch
v01701,hoáy,v01701.mp3,5425,huỷ,mismatch
v01702,hoãn,v01702.mp3,2042,hoảng,mismatch
v01703,hoè,v01703.mp3,3525,hoàià,mismatch
v01704,hoét,v01704.mp3,6415,hết,mismatch
v01705,hoóc,v01705.mp3,3485,hốc,mismatch
v01706,hoạ,v01706.mp3,1002,hòa,tone_mismatch
v01707,hoạc,v01707.mp3,5746,hoặc,mismatch
v01708,hoạch,v01708.mp3,535,từkhoa,mismatch
v01709,hoại,v01709.mp3,1953,hoài,tone_mismatch
v01710,hoạn,v01710.mp3,2353,từhoảng,mismatch
v01711,hoạnh,v01711.mp3,5485,hoàn,mismatch
v01712,hoạt,v01712.mp3,269,hoặc,mismatch
v01713,hoả,v01713.mp3,1430,hoá,tone_mismatch
v01714,hoải,v01714.mp3,5609,hoải,ok
v01715,hoản,v01715.mp3,5439,hoảng,mismatch
v01716,hoảng,v01716.mp3,1417,hoẳn,mismatch
v01717,hoảnh,v01717.mp3,5658,hấn,mismatch
v01718,hoắt,v01718.mp3,5502,hất,mismatch
v01719,hoằng,v01719.mp3,2904,hoằng,ok
v01720,hu,v01720.mp3,4622,hư,mismatch
v01721,hua,v01721.mp3,4309,khua,mismatch
v01722,hui,v01722.mp3,4303,khôi,mismatch
v01723,hum,v01723.mp3,5326,hâm,mismatch
v01724,hun,v01724.mp3,2938,khung,mismatch
v01725,hung,v01725.mp3,1260,không,mismatch
v01726,huy,v01726.mp3,587,huy,ok
v01727,huyn,v01727.mp3,5246,khuyên,mismatch
v01728,huynh,v01728.mp3,977,huỳnh,tone_mismatch
v01729,huyên,v01729.mp3,2977,khuyên,mismatch
v01730,huyến,v01730.mp3,4824,khuýnh,mismatch
v01731,huyết,v01731.mp3,1007,huyết,ok
v01732,huyền,v01732.mp3,1267,tửhuyền,mismatch
v01733,huyễn,v01733.mp3,5092,huyển,tone_mismatch
v01734,huyện,v01734.mp3,253,huyện,ok
v01735,huyệt,v01735.mp3,3421,hiệp,mismatch
v01736,huân,v01736.mp3,2118,hưng,mismatch
v01737,huê,v01737.mp3,3633,huê,ok
v01738,huôi,v01738.mp3,5151,mộtsốkhuvựcbịtruyềnthốngkhiếnnhiềukhuvựcbịtruyềnthốngkhác,mismatch
v01739,huý,v01739.mp3,5645,huy,tone_mismatch
v01740,huých,v01740.mp3,5677,huất,mismatch
v01741,huýnh,v01741.mp3,7141,khuynh,mismatch
v01742,huýt,v01742.mp3,5211,quýt,mismatch
v01743,huơ,v01743.mp3,5152,hơ,mismatch
v01744,huấn,v01744.mp3,1507,từhuấn,mismatch
v01745,huần,v01745.mp3,6556,hoàng,mismatch
v01746,huẩn,v01746.mp3,5424,từhuấn,mismatch
v01747,huận,v01747.mp3,6753,huận,ok
v01748,huế,v01748.mp3,1079,khuấy,mismatch
v01749,huề,v01749.mp3,4330,hoài,mismatch
v01750,huệ,v01750.mp3,1621,huệ,ok
v01751,huối,v01751.mp3,6752,khối,mismatch
v01752,huống,v01752.mp3,1477,húng,mismatch
v01753,huồi,v01753.mp3,5257,khôi,mismatch
v01754,huổi,v01754.mp3,4540,khối,mismatch
v01755,huổng,v01755.mp3,7143,khủng,mismatch
v01756,huội,v01756.mp3,5940,khủi,mismatch
v01757,huỳ,v01757.mp3,5844,huy,tone_mismatch
v01758,huỷ,v01758.mp3,1268,từhuế,mismatch
v01759,hy,v01759.mp3,1064,hi,mismatch
v01760,hà,v01760.mp3,132,hà,ok
v01761,hài,v01761.mp3,897,hay,mismatch
v01762,hàm,v01762.mp3,1266,hàm,ok
v01763,hàn,v01763.mp3,856,hàng,mismatch
v01764,hàng,v01764.mp3,61,hằng,mismatch
v01765,hành,v01765.mp3,91,hành,ok
v01766,hào,v01766.mp3,1065,học,mismatch
v01767,hàu,v01767.mp3,3287,hầu,mismatch
v01768,hày,v01768.mp3,7006,từhay,mismatch
v01769,há,v01769.mp3,3718,hát,mismatch
v01770,hác,v01770.mp3,4433,hát,mismatch
v01771,hách,v01771.mp3,4265,hết,mismatch
v01772,hái,v01772.mp3,2029,thái,mismatch
v01773,hám,v01773.mp3,3836,hám,ok
v01774,hán,v01774.mp3,1901,từhắn,mismatch
v01775,háng,v01775.mp3,4037,hắn,mismatch
v01776,hánh,v01776.mp3,7149,hắn,mismatch
v01777,háo,v01777.mp3,2448,háo,ok
v01778,háp,v01778.mp3,6558,hát,mismatch
v01779,hát,v01779.mp3,682,hát,ok
v01780,háu,v01780.mp3,5136,háu,ok
v01781,háy,v01781.mp3,6648,hay,tone_mismatch
v01782,hâm,v01782.mp3,1516,hâm,ok
v01783,hân,v01783.mp3,1997,hưng,mismatch
v01784,hâu,v01784.mp3,4901,hâu,ok
v01785,hây,v01785.mp3,5783,hay,mismatch
v01786,hãi,v01786.mp3,1961,hãy,mismatch
v01787,hãm,v01787.mp3,2836,hắm,mismatch
v01788,hãn,v01788.mp3,2962,từhãng,mismatch
v01789,hãng,v01789.mp3,947,hắn,mismatch
v01790,hãnh,v01790.mp3,3066,hắn,mismatch
v01791,hão,v01791.mp3,4720,hảo,tone_mismatch
v01792,hãy,v01792.mp3,830,từhãy,mismatch
v01793,hè,v01793.mp3,1128,hê,mismatch
v01794,hèm,v01794.mp3,6345,hèm,ok
v01795,hèn,v01795.mp3,3376,hàng,mismatch
v01796,hèo,v01796.mp3,7148,hèo,ok
v01797,hé,v01797.mp3,2556,hé,ok
v01798,héc,v01798.mp3,3810,từhết,mismatch
v01799,hén,v01799.mp3,6878,héng,mismatch
v01800,héo,v01800.mp3,3319,từkhéo,mismatch
v01801,hép,v01801.mp3,6930,hết,mismatch
v01802,hét,v01802.mp3,2198,hết,mismatch
v01803,hê,v01803.mp3,4122,từhe,mismatch
v01804,hên,v01804.mp3,4002,tửhình,mismatch
v01805,hênh,v01805.mp3,4490,hắn,mismatch
v01806,hì,v01806.mp3,4098,hỉ,tone_mismatch
v01807,hình,v01807.mp3,128,hình,ok
v01808,hí,v01808.mp3,3972,hí,ok
v01809,hía,v01809.mp3,6557,hiếp,mismatch
v01810,hích,v01810.mp3,3790,hết,mismatch
v01811,hín,v01811.mp3,6687,khiến,mismatch
v01812,hính,v01812.mp3,6756,hình,tone_mismatch
v01813,híp,v01813.mp3,5396,hít,mismatch
v01814,hít,v01814.mp3,2497,hít,ok
v01815,hò,v01815.mp3,1748,hơ,mismatch
v01816,hòi,v01816.mp3,4748,hỏi,tone_mismatch
v01817,hòm,v01817.mp3,3279,từhầm,mismatch
v01818,hòn,v01818.mp3,1902,hân,mismatch
v01819,hòng,v01819.mp3,3329,hồng,mismatch
v01820,hó,v01820.mp3,5678,từkhó,mismatch
v01821,hóc,v01821.mp3,2156,hóc,ok
v01822,hói,v01822.mp3,4304,hỏi,tone_mismatch
v01823,hóm,v01823.mp3,3501,hổng,mismatch
v01824,hón,v01824.mp3,6293,hắn,mismatch
v01825,hóng,v01825.mp3,3857,hỏng,tone_mismatch
v01826,hóp,v01826.mp3,4938,từkhớp,mismatch
v01827,hót,v01827.mp3,3591,học,mismatch
v01828,hô,v01828.mp3,1354,hố,tone_mismatch
v01829,hôi,v01829.mp3,1633,thôi,mismatch
v01830,hôm,v01830.mp3,591,hôm,ok
v01831,hôn,v01831.mp3,752,hông,mismatch
v01832,hông,v01832.mp3,2514,từkhông,mismatch
v01833,hõm,v01833.mp3,5330,hầm,mismatch
v01834,hù,v01834.mp3,3987,từhồ,mismatch
v01835,hùa,v01835.mp3,4169,từkhu,mismatch
v01836,hùi,v01836.mp3,5689,thôi,mismatch
v01837,hùm,v01837.mp3,3297,hông,mismatch
v01838,hùn,v01838.mp3,4051,khùng,mismatch
v01839,hùng,v01839.mp3,716,hồng,mismatch
v01840,hú,v01840.mp3,3751,hút,mismatch
v01841,húa,v01841.mp3,6313,có,mismatch
v01842,húc,v01842.mp3,2940,từkhúc,mismatch
v01843,húi,v01843.mp3,4757,cúi,mismatch
v01844,hún,v01844.mp3,7003,húng,mismatch
v01845,húng,v01845.mp3,3667,húng,ok
v01846,húp,v01846.mp3,4317,hấp,mismatch
v01847,hút,v01847.mp3,757,húc,mismatch
v01848,hý,v01848.mp3,5245,hí,mismatch
v01849,hăm,v01849.mp3,3280,từhâm,mismatch
v01850,hăn,v01850.mp3,7007,từhăng,mismatch
v01851,hăng,v01851.mp3,2696,hằng,tone_mismatch
v01852,hĩnh,v01852.mp3,4606,từhình,mismatch
v01853,hũ,v01853.mp3,3179,hấu,mismatch
v01854,hũng,v01854.mp3,6647,từkhủng,mismatch
v01855,hơ,v01855.mp3,4594,hơ,ok
v01856,hơi,v01856.mp3,1063,hơi,ok
v01857,hơn,v01857.mp3,78,từhôm,mismatch
v01858,hư,v01858.mp3,1330,hư,ok
v01859,hưa,v01859.mp3,7145,hư,mismatch
v01860,hưng,v01860.mp3,844,từhưng,mismatch
v01861,hưu,v01861.mp3,1577,khâu,mismatch
v01862,hươn,v01862.mp3,6751,hương,mismatch
v01863,hương,v01863.mp3,642,từhương,mismatch
v01864,hươu,v01864.mp3,3629,hươu,ok
v01865,hước,v01865.mp3,2026,hứt,mismatch
v01866,hướm,v01866.mp3,6015,hướng,mismatch
v01867,hướng,v01867.mp3,374,từhướng,mismatch
v01868,hường,v01868.mp3,2366,thường,mismatch
v01869,hưởn,v01869.mp3,6686,hưởng,mismatch
v01870,hưởng,v01870.mp3,462,hưởng,ok
v01871,hưỡng,v01871.mp3,7142,hưởng,tone_mismatch
v01872,hượu,v01872.mp3,6413,hữu,mismatch
v01873,hạ,v01873.mp3,699,hạ,ok
v01874,hạc,v01874.mp3,3263,hạ,mismatch
v01875,hạch,v01875.mp3,2291,hạt,mismatch
v01876,hại,v01876.mp3,644,hải,tone_mismatch
v01877,hạm,v01877.mp3,3110,hàm,tone_mismatch
v01878,hạn,v01878.mp3,457,hàng,mismatch
v01879,hạng,v01879.mp3,1038,hằng,mismatch
v01880,hạnh,v01880.mp3,740,hắn,mismatch
v01881,hạo,v01881.mp3,4141,hảo,tone_mismatch
v01882,hạp,v01882.mp3,4356,hạp,ok
v01883,hạt,v01883.mp3,1122,hạt,ok
v01884,hạy,v01884.mp3,7005,hãy,tone_mismatch
v01885,hả,v01885.mp3,2686,hát,mismatch
v01886,hải,v01886.mp3,371,hải,ok
v01887,hản,v01887.mp3,6649,hán,tone_mismatch
v01888,hảng,v01888.mp3,5974,hắn,mismatch
v01889,hảnh,v01889.mp3,6042,hắn,mismatch
v01890,hảo,v01890.mp3,1346,từháo,mismatch
v01891,hấn,v01891.mp3,3947,hấn,ok
v01892,hấp,v01892.mp3,959,hấp,ok
v01893,hất,v01893.mp3,2893,hất,ok
v01894,hấu,v01894.mp3,2414,háu,mismatch
v01895,hầm,v01895.mp3,1432,hầm,ok
v01896,hầu,v01896.mp3,975,hâu,tone_mismatch
v01897,hầy,v01897.mp3,6254,hay,mismatch
v01898,hẩm,v01898.mp3,5041,hầm,tone_mismatch
v01899,hẩu,v01899.mp3,6801,từhẩu,mismatch
v01900,hẩy,v01900.mp3,6346,hãy,mismatch
v01901,hẫng,v01901.mp3,3219,hẫn,mismatch
v01902,hậm,v01902.mp3,4818,hầm,tone_mismatch
v01903,hận,v01903.mp3,1907,hấn,tone_mismatch
v01904,hập,v01904.mp3,4624,học,mismatch
v01905,hậu,v01905.mp3,458,hậu,ok
v01906,hắc,v01906.mp3,3080,hắc,ok
v01907,hắn,v01907.mp3,1830,hắn,ok
v01908,hắng,v01908.mp3,5153,hắn,mismatch
v01909,hắt,v01909.mp3,3036,hát,mismatch
v01910,hằm,v01910.mp3,5179,hầm,mismatch
v01911,hằn,v01911.mp3,3093,từhai,mismatch
v01912,hằng,v01912.mp3,1106,hằng,ok
v01913,hẳn,v01913.mp3,1336,hắn,tone_mismatch
v01914,hẵn,v01914.mp3,6879,hắn,tone_mismatch
v01915,hẵng,v01915.mp3,5266,hànquốc,mismatch
v01916,hặc,v01916.mp3,5559,học,mismatch
v01917,hẹ,v01917.mp3,4021,hẹ,ok
v01918,hẹn,v01918.mp3,1202,từhẹn,mismatch
v01919,hẹo,v01919.mp3,6800,heo,tone_mismatch
v01920,hẹp,v01920.mp3,1685,hẹp,ok
v01921,hẻm,v01921.mp3,2121,hém,tone_mismatch
v01922,hẻo,v01922.mp3,3702,héo,tone_mismatch
v01923,hế,v01923.mp3,6315,hế,ok
v01924,hếch,v01924.mp3,5460,từhết,mismatch
v01925,hến,v01925.mp3,3505,hả,mismatch
v01926,hết,v01926.mp3,358,hay,mismatch
v01927,hề,v01927.mp3,1211,hê,tone_mismatch
v01928,hềnh,v01928.mp3,6446,hình,mismatch
v01929,hể,v01929.mp3,6314,hễ,tone_mismatch
v01930,hển,v01930.mp3,5178,hẫn,mismatch
v01931,hễ,v01931.mp3,3040,hải,mismatch
v01932,hệ,v01932.mp3,257,hệ,ok
v01933,hệch,v01933.mp3,6447,hạt,mismatch
v01934,hện,v01934.mp3,6757,hạnh,mismatch
v01935,hệt,v01935.mp3,2937,hệt,ok
v01936,hỉ,v01936.mp3,3925,hỉ,ok
v01937,hỉnh,v01937.mp3,3487,hình,tone_mismatch
v01938,hị,v01938.mp3,6598,hỉ,tone_mismatch
v01939,hịch,v01939.mp3,5576,hết,mismatch
v01940,họ,v01940.mp3,238,hỏ,tone_mismatch
v01941,học,v01941.mp3,37,học,ok
v01942,họi,v01942.mp3,7146,hỏi,tone_mismatch
v01943,họng,v01943.mp3,2110,hỏng,tone_mismatch
v01944,họp,v01944.mp3,782,họp,ok
v01945,họt,v01945.mp3,6480,học,mismatch
v01946,hỏi,v01946.mp3,434,từkhỏi,mismatch
v01947,hỏn,v01947.mp3,4863,hỏng,mismatch
v01948,hỏng,v01948.mp3,1344,hỏng,ok
v01949,hố,v01949.mp3,1930,hấu,mismatch
v01950,hốc,v01950.mp3,3138,húc,mismatch
v01951,hối,v01951.mp3,1513,hới,mismatch
v01952,hống,v01952.mp3,5322,hổng,tone_mismatch
v01953,hốt,v01953.mp3,2254,húc,mismatch
v01954,hồ,v01954.mp3,309,hộp,mismatch
v01955,hồi,v01955.mp3,590,hồi,ok
v01956,hồn,v01956.mp3,1454,hồn,ok
v01957,hồng,v01957.mp3,624,tờhồng,mismatch
v01958,hổ,v01958.mp3,1763,từhỗ,mismatch
v01959,hổi,v01959.mp3,3283,hổi,ok
v01960,hổm,v01960.mp3,5973,hổm,ok
v01961,hổn,v01961.mp3,5212,úp,mismatch
v01962,hổng,v01962.mp3,3062,hổng,ok
v01963,hỗ,v01963.mp3,570,hổ,tone_mismatch
v01964,hỗn,v01964.mp3,1914,hủng,mismatch
v01965,hỗng,v01965.mp3,6517,hổng,tone_mismatch
v01966,hộ,v01966.mp3,372,hồ,tone_mismatch
v01967,hộc,v01967.mp3,4111,học,mismatch
v01968,hội,v01968.mp3,77,hỡi,mismatch
v01969,hộp,v01969.mp3,1402,từhợp,mismatch
v01970,hột,v01970.mp3,3515,hộp,mismatch
v01971,hớ,v01971.mp3,3843,hấn,mismatch
v01972,hới,v01972.mp3,2833,n,mismatch
v01973,hớn,v01973.mp3,3464,hớn,ok
v01974,hớp,v01974.mp3,4728,húp,mismatch
v01975,hớt,v01975.mp3,3488,hức,mismatch
v01976,hờ,v01976.mp3,3039,hơ,tone_mismatch
v01977,hời,v01977.mp3,3345,hơi,tone_mismatch
v01978,hờn,v01978.mp3,3182,từhờn,mismatch
v01979,hở,v01979.mp3,1909,hở,ok
v01980,hởi,v01980.mp3,3340,hẫy,mismatch
v01981,hởn,v01981.mp3,6414,hững,mismatch
v01982,hỡi,v01982.mp3,4419,hởi,tone_mismatch
v01983,hợ,v01983.mp3,7147,từkhờ,mismatch
v01984,hợi,v01984.mp3,3291,hởi,tone_mismatch
v01985,hợm,v01985.mp3,5608,hầm,mismatch
v01986,hợp,v01986.mp3,94,từhợp,mismatch
v01987,hợt,v01987.mp3,3873,hợp,mismatch
v01988,hụ,v01988.mp3,5378,hồ,mismatch
v01989,hục,v01989.mp3,4058,hộc,mismatch
v01990,hụi,v01990.mp3,3256,từhồi,mismatch
v01991,hụp,v01991.mp3,6876,hợp,mismatch
v01992,hụt,v01992.mp3,1868,hục,mismatch
v01993,hủ,v01993.mp3,2634,từhủ,mismatch
v01994,hủa,v01994.mp3,4545,húa,tone_mismatch
v01995,hủi,v01995.mp3,4418,khối,mismatch
v01996,hủm,v01996.mp3,6877,hấm,mismatch
v01997,hủng,v01997.mp3,6927,từhúng,mismatch
v01998,hứ,v01998.mp3,7004,hứt,mismatch
v01999,hứa,v01999.mp3,1380,hứa,ok
v02000,hức,v02000.mp3,2519,hức,ok
v02001,hứng,v02001.mp3,1252,hứng,ok
v02002,hừ,v02002.mp3,6292,hư,tone_mismatch
v02003,hừa,v02003.mp3,6754,hứa,tone_mismatch
v02004,hừng,v02004.mp3,4076,hừng,ok
v02005,hử,v02005.mp3,5996,hứa,mismatch
v02006,hửng,v02006.mp3,3983,hững,tone_mismatch
v02007,hữ,v02007.mp3,6755,khử,mismatch
v02008,hững,v02008.mp3,3992,hứng,tone_mismatch
v02009,hự,v02009.mp3,6068,hữu,mismatch
v02010,hực,v02010.mp3,4061,hợp,mismatch
v02011,hựu,v02011.mp3,4881,hữu,tone_mismatch
v02012,hỳ,v02012.mp3,6445,đầuthếptrướckhi,mismatch
v02013,hỵ,v02013.mp3,6149,hỉ,mismatch
v02014,hỷ,v02014.mp3,3441,hí,mismatch
v02015,i,v02015.mp3,1522,ê,mismatch
v02016,ia,v02016.mp3,2944,yêu,mismatch
v02017,im,v02017.mp3,1834,yêm,mismatch
v02018,in,v02018.mp3,1254,ên,mismatch
v02019,inh,v02019.mp3,3971,anh,mismatch
v02020,iu,v02020.mp3,4892,dạ,mismatch
v02021,ke,v02021.mp3,4101,kê,mismatch
v02022,kem,v02022.mp3,1816,kem,ok
v02023,ken,v02023.mp3,3519,kênh,mismatch
v02024,keng,v02024.mp3,4719,kênh,mismatch
v02025,keo,v02025.mp3,2515,kêu,mismatch
v02026,kha,v02026.mp3,2548,khác,mismatch
v02027,khai,v02027.mp3,288,khai,ok
v02028,kham,v02028.mp3,3691,kham,ok
v02029,khan,v02029.mp3,2290,khanh,mismatch
v02030,khang,v02030.mp3,1815,hàng,mismatch
v02031,khanh,v02031.mp3,1809,khăn,mismatch
v02032,khao,v02032.mp3,2224,khéo,mismatch
v02033,khau,v02033.mp3,4855,thâu,mismatch
v02034,khay,v02034.mp3,3045,khi,mismatch
v02035,khe,v02035.mp3,2005,khe,ok
v02036,khem,v02036.mp3,4049,khiêm,mismatch
v02037,khen,v02037.mp3,1277,khen,ok
v02038,kheng,v02038.mp3,6344,khanh,mismatch
v02039,kheo,v02039.mp3,4937,keo,mismatch
v02040,khi,v02040.mp3,17,khi,ok
v02041,khim,v02041.mp3,6410,khiêm,mismatch
v02042,khin,v02042.mp3,5901,từkhi,mismatch
v02043,khinh,v02043.mp3,2987,khuynh,mismatch
v02044,khiu,v02044.mp3,5321,khu,mismatch
v02045,khiêm,v02045.mp3,2078,khiêm,ok
v02046,khiên,v02046.mp3,3755,khiêng,mismatch
v02047,khiêng,v02047.mp3,3589,kinh,mismatch
v02048,khiêu,v02048.mp3,2430,khuynh,mismatch
v02049,khiếm,v02049.mp3,2520,khiến,mismatch
v02050,khiến,v02050.mp3,327,kiến,mismatch
v02051,khiếp,v02051.mp3,2392,kíp,mismatch
v02052,khiết,v02052.mp3,2622,khiếc,mismatch
v02053,khiếu,v02053.mp3,1416,cứu,mismatch
v02054,khiển,v02054.mp3,1196,khiển,ok
v02055,khiểu,v02055.mp3,6311,khiếu,tone_mismatch
v02056,khiễng,v02056.mp3,4298,khiển,mismatch
v02057,khiệm,v02057.mp3,6252,khiếm,tone_mismatch
v02058,khiện,v02058.mp3,6478,hiện,mismatch
v02059,kho,v02059.mp3,1335,kho,ok
v02060,khoa,v02060.mp3,365,khoa,ok
v02061,khoai,v02061.mp3,1975,khuynh,mismatch
v02062,khoan,v02062.mp3,2056,khoan,ok
v02063,khoang,v02063.mp3,2285,khoang,ok
v02064,khoanh,v02064.mp3,2712,khoăn,mismatch
v02065,khoe,v02065.mp3,1518,khuê,mismatch
v02066,khoi,v02066.mp3,4183,hết,mismatch
v02067,khom,v02067.mp3,4510,không,mismatch
v02068,khon,v02068.mp3,5210,không,mismatch
v02069,khong,v02069.mp3,4560,không,mismatch
v02070,khoong,v02070.mp3,7129,không,mismatch
v02071,khoài,v02071.mp3,6796,khoai,tone_mismatch
v02072,khoàn,v02072.mp3,7133,khoành,mismatch
v02073,khoàng,v02073.mp3,5574,khoảng,tone_mismatch
v02074,khoá,v02074.mp3,842,quá,mismatch
v02075,khoác,v02075.mp3,2209,quét,mismatch
v02076,khoách,v02076.mp3,7001,khuất,mismatch
v02077,khoái,v02077.mp3,2188,khoái,ok
v02078,khoán,v02078.mp3,1349,khoán,ok
v02079,khoáng,v02079.mp3,1728,khoán,mismatch
v02080,khoát,v02080.mp3,2753,khoét,mismatch
v02081,khoáy,v02081.mp3,5127,khuấy,mismatch
v02082,khoé,v02082.mp3,3664,khuế,mismatch
v02083,khoét,v02083.mp3,3381,khuếch,mismatch
v02084,khoòng,v02084.mp3,6409,không,mismatch
v02085,khoăn,v02085.mp3,1866,khoang,mismatch
v02086,khoả,v02086.mp3,2475,khoá,tone_mismatch
v02087,khoải,v02087.mp3,4228,khoải,ok
v02088,khoản,v02088.mp3,628,khoảng,mismatch
v02089,khoảng,v02089.mp3,237,khoảng,ok
v02090,khoảnh,v02090.mp3,1893,khoảnh,ok
v02091,khoắt,v02091.mp3,6082,khoác,mismatch
v02092,khu,v02092.mp3,201,khổ,mismatch
v02093,khua,v02093.mp3,4381,cua,mismatch
v02094,khui,v02094.mp3,4127,khui,ok
v02095,khum,v02095.mp3,5745,không,mismatch
v02096,khun,v02096.mp3,5818,khung,mismatch
